f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type,ln_price,n_beds2,ln_bathrooms,ln_number_of_reviews,n_days_since_rv2,n_days_since_host2,n_days_since_host3,n_host_acceptance_rate2,n_host_response_rate2,ln_host_total_listings_count,n_bedrooms2,flag_days_since_rv,flag_review_scores_rating,flag_reviews_per_month,flag_number_of_reviews,flag_host_response_rate,flag_host_acceptance_rate
apartment,Ward 55,716,1321,97,95,323,4,2,3,2,90,225,0.08,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2275,28389622,Ward 55,apartment,7.729735331385051,9,0.6931471805599453,1.0986122886681098,512656,1745041,2305199161,9025,9409,5.780743515792329,4,0,0,0,0,0,0
apartment,Ward 115,760,1906,100,82,6,2,1,2,47,100,5,1.85,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1117,28395626,Ward 115,apartment,7.018401799069201,4,0,3.871201010907891,577600,3632836,6924185416,6724,10000,1.9459101490553132,1,0,0,0,0,0,0
apartment,Ward 55,373,2198,100,81,5,4,2,2,1,100,3,0.08,2.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,2486,28422444,Ward 55,apartment,7.818430272070656,4,0.9162907318741551,0.6931471805599453,139129,4831204,10618986392,6561,10000,1.791759469228055,4,0,0,0,0,0,0
loft,Ward 115,831,1634,100,93,1,2,1,1,33,99,1,1.19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,650,28434049,Ward 115,loft,6.476972362889683,1,0,3.5263605246161616,690561,2669956,4362708104,8649,10000,0.6931471805599453,1,0,0,0,0,0,0
serviced_apartment,Ward 70,784,1627,100,100,1,2,1,1,19,99,1,0.73,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1800,28434664,Ward 70,serviced_apartment,7.495541943884256,1,0,2.995732273553991,614656,2647129,4306878883,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,812,1113,100,100,2,4,2,3,23,98,2,0.85,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1652,28483936,Ward 115,apartment,7.409741954080923,9,0.6931471805599453,3.1780538303479458,659344,1238769,1378749897,10000,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 115,796,838,100,100,1,2,1,1,41,98,1,1.54,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1100,28486931,Ward 115,apartment,7.003065458786462,1,0,3.7376696182833684,633616,702244,588480472,10000,10000,0.6931471805599453,1,0,0,0,0,1,0
apartment,Ward 115,809,1695,100,89,1,2,1,1,37,96,1,1.37,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1050,28502544,Ward 115,apartment,6.956545443151569,1,0,3.6375861597263857,654481,2873025,4869777375,7921,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 77,543,1580,100,83,1,2,1,2,1,100,1,0.06,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,600,28503415,Ward 77,apartment,6.396929655216146,4,0,0.6931471805599453,294849,2496400,3944312000,6889,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 64,727,2107,100,57,2,2,1,1,3,100,2,0.12,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,995,28516814,Ward 64,apartment,6.902742737158593,1,0,1.3862943611198906,528529,4439449,9353919043,3249,10000,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 23,724,1397,80,100,1,2,2,1,1,80,1,0.04,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1090,28541864,Ward 23,apartment,6.993932975223189,1,0,0.6931471805599453,524176,1951609,2726397773,10000,6400,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 74,693,846,100,100,3,4,2,3,2,100,2,0.09,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2820,28548882,Ward 74,apartment,7.944492163932159,9,0.6931471805599453,1.0986122886681098,480249,715716,605495736,10000,10000,1.3862943611198906,4,0,0,0,0,0,0
apartment,Ward 55,732,1584,100,100,1,4,2,2,17,96,1,0.7,2.5,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1750,28551976,Ward 55,apartment,7.4673710669175595,4,0.9162907318741551,2.8903717578961645,535824,2509056,3974344704,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 115,773,979,98,97,89,2,1,1,47,90,78,1.82,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1325,28552698,Ward 115,apartment,7.1891677384203225,1,0,3.871201010907891,597529,958441,938313739,9409,9604,4.499809670330265,1,0,0,0,0,0,0
apartment,Ward 115,789,1857,100,96,4,3,1,2,37,93,2,1.41,2,1,1,1,0,1,1,1,1,0,0,0,1,0,1,529,28556687,Ward 115,apartment,6.270988431858299,4,0.6931471805599453,3.6375861597263857,622521,3448449,6403769793,9216,10000,1.6094379124341003,1,0,0,0,0,0,0
apartment,Ward 23,775,831,100,100,1,4,2,3,6,80,1,0.23,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,2571,28561112,Ward 23,apartment,7.852050207265889,9,0,1.9459101490553132,600625,690561,573856191,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 23,818,1733,100,100,1,2,1,1,18,97,1,0.66,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1350,28574737,Ward 23,apartment,7.2078598714324755,1,0,2.9444389791664403,669124,3003289,5204699837,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 74,767,831,100,0,2,2,1,1,0,97,2,0.54,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1100,28576033,Ward 74,apartment,7.003065458786462,1,0,0,588289,690561,573856191,0,10000,1.0986122886681098,1,1,1,1,1,1,0
apartment,Ward 74,767,831,100,0,2,3,1,1,0,97,2,0.54,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1300,28577665,Ward 74,apartment,7.170119543449628,1,0,0,588289,690561,573856191,0,10000,1.0986122886681098,1,1,1,1,1,1,0
apartment,Ward 54,796,2692,100,98,36,4,2,2,18,98,32,0.68,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2117,28593912,Ward 54,apartment,7.6577552711348655,4,0,2.9444389791664403,633616,7246864,19508557888,9604,10000,3.6109179126442243,4,0,0,0,0,0,0
apartment,Ward 115,741,1843,100,100,15,2,1,1,54,96,5,2.18,1.5,1,1,1,1,1,1,1,1,0,0,1,1,1,0,764,28600927,Ward 115,apartment,6.638567789166521,1,0.4054651081081644,4.007333185232471,549081,3396649,6260024107,10000,10000,2.772588722239781,1,0,0,0,0,1,0
apartment,Ward 115,760,829,100,100,1,2,1,1,29,94,1,1.14,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1482,28628432,Ward 115,apartment,7.301147805856032,1,0,3.4011973816621555,577600,687241,569722789,10000,10000,0.6931471805599453,1,0,0,0,0,1,0
apartment,Ward 74,725,1655,100,96,1,4,2,2,3,100,1,0.12,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1150,28632777,Ward 74,apartment,7.047517221357296,4,0,1.3862943611198906,525625,2739025,4533086375,9216,10000,0.6931471805599453,4,0,0,0,0,0,1
apartment,Ward 115,424,1730,60,69,3,4,2,2,21,90,1,1.48,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,936,28652775,Ward 115,apartment,6.841615476477592,4,0.6931471805599453,3.091042453358316,179776,2992900,5177717000,4761,3600,1.3862943611198906,4,0,0,0,0,0,0
apartment,Ward 64,826,834,100,99,1,2,1,2,110,98,1,3.99,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,864,28656609,Ward 64,apartment,6.761572768804055,4,0,4.709530201312334,682276,695556,580093704,9801,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 54,767,1506,100,60,2,3,1,1,20,90,2,0.78,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1057,28692612,Ward 54,apartment,6.963189985870238,1,0,3.044522437723423,588289,2268036,3415662216,3600,10000,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 54,816,2375,100,100,4,3,1,1,70,96,3,2.57,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,2070,28703629,Ward 54,apartment,7.635303886259415,1,0,4.2626798770413155,665856,5640625,13396484375,10000,10000,1.6094379124341003,1,0,0,0,0,0,0
apartment,Ward 100,382,826,100,0,1,2,1,3,1,97,1,0.08,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,800,28705678,Ward 100,apartment,6.684611727667927,9,0,0.6931471805599453,145924,682276,563559976,0,10000,0.6931471805599453,1,0,1,0,0,1,0
apartment,Ward 115,711,1320,97,95,323,2,0,1,9,98,225,0.38,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1776,28710448,Ward 115,apartment,7.4821189235521155,1,0,2.302585092994046,505521,1742400,2299968000,9025,9409,5.780743515792329,0,0,0,0,0,0,0
apartment,Ward 23,727,2297,100,0,1,4,2,2,15,95,1,0.62,2,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1000,28737233,Ward 23,apartment,6.907755278982137,4,0.6931471805599453,2.772588722239781,528529,5276209,12119452073,0,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 58,767,822,100,0,3,4,2,2,0,97,3,0.54,1.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1200,28765383,Ward 58,apartment,7.090076835776092,4,0.4054651081081644,0,588289,675684,555412248,0,10000,1.3862943611198906,4,1,1,1,1,1,0
apartment,Ward 115,745,822,100,93,1,4,2,3,38,96,1,1.53,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,800,28774711,Ward 115,apartment,6.684611727667927,9,0,3.6635616461296463,555025,675684,555412248,8649,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 105,699,822,100,50,1,2,1,1,4,100,1,0.17,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,700,28775029,Ward 105,apartment,6.551080335043404,1,0,1.6094379124341003,488601,675684,555412248,2500,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 64,788,1683,100,96,1,4,2,3,3,100,1,0.11,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,800,28776381,Ward 64,apartment,6.684611727667927,9,0.6931471805599453,1.3862943611198906,620944,2832489,4767078987,9216,10000,0.6931471805599453,4,0,0,0,0,1,1
apartment,Ward 58,818,1767,100,86,3,3,1,2,44,98,2,1.61,1.5,1,1,0,1,1,0,1,0,0,0,0,1,1,0,600,28797591,Ward 58,apartment,6.396929655216146,4,0.4054651081081644,3.8066624897703196,669124,3122289,5517084663,7396,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 115,722,822,90,100,2,3,1,2,13,87,2,0.54,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1200,28802339,Ward 115,apartment,7.090076835776092,4,0,2.6390573296152584,521284,675684,555412248,10000,8100,1.0986122886681098,1,0,0,0,0,0,0
serviced_apartment,Ward 54,767,1440,100,96,4,4,2,2,0,97,4,0.54,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,5000,28805488,Ward 54,serviced_apartment,8.517193191416238,4,0.6931471805599453,0,588289,2073600,2985984000,9216,10000,1.6094379124341003,4,1,1,1,1,0,1
apartment,Ward 58,416,2214,100,100,0,2,1,1,9,100,2,0.65,1.5,1,1,1,0,1,1,1,1,0,0,0,0,1,0,600,28807886,Ward 58,apartment,6.396929655216146,1,0.4054651081081644,2.302585092994046,173056,4901796,10852576344,10000,10000,0,1,0,0,0,0,0,0
apartment,Ward 115,763,1424,99,96,69,4,2,3,29,99,26,1.14,2,0,1,1,1,1,1,1,1,1,0,0,1,1,0,4000,28808014,Ward 115,apartment,8.294049640102028,9,0.6931471805599453,3.4011973816621555,582169,2027776,2887553024,9216,9801,4.248495242049359,4,0,0,0,0,0,0
apartment,Ward 59,722,2354,100,96,3,3,1,2,23,96,2,0.95,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1169,28823471,Ward 59,apartment,7.063903961472068,4,0,3.1780538303479458,521284,5541316,13044257864,9216,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 15,783,2789,100,73,2,4,1,1,53,98,2,2.03,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,495,28826364,Ward 15,apartment,6.20455776256869,1,0,3.9889840465642745,613089,7778521,21694295069,5329,10000,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 115,773,822,90,100,2,3,1,1,11,95,2,0.43,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1200,28826829,Ward 115,apartment,7.090076835776092,1,0,2.4849066497880004,597529,675684,555412248,10000,8100,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 23,324,1948,100,95,0,3,1,3,40,98,1,3.69,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,2052,28832776,Ward 23,apartment,7.62657020629066,9,0,3.713572066704308,104976,3794704,7392083392,9025,10000,0,1,0,0,0,0,0,0
apartment,Ward 64,767,821,100,100,26,2,1,1,0,97,26,0.54,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1140,28854891,Ward 64,apartment,7.038783541388542,1,0,0,588289,674041,553387661,10000,10000,3.295836866004329,1,1,1,1,1,0,0
apartment,Ward 64,646,821,100,100,26,2,1,1,1,100,26,0.05,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1040,28854945,Ward 64,apartment,6.946975992135418,1,0,0.6931471805599453,417316,674041,553387661,10000,10000,3.295836866004329,1,0,0,0,0,0,0
apartment,Ward 64,419,821,100,100,26,4,2,3,1,80,26,0.07,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1760,28855490,Ward 64,apartment,7.473069088032197,9,0.6931471805599453,0.6931471805599453,175561,674041,553387661,10000,10000,3.295836866004329,4,0,0,0,0,0,0
apartment,Ward 64,767,821,100,100,26,4,2,3,0,97,26,0.54,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1760,28855976,Ward 64,apartment,7.473069088032197,9,0.6931471805599453,0,588289,674041,553387661,10000,10000,3.295836866004329,4,1,1,1,1,0,0
apartment,Ward 64,388,820,100,100,26,4,2,3,1,100,26,0.08,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1300,28856887,Ward 64,apartment,7.170119543449628,9,0,0.6931471805599453,150544,672400,551368000,10000,10000,3.295836866004329,4,0,0,0,0,0,0
apartment,Ward 64,642,821,100,100,26,4,1,3,2,80,26,0.09,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1010,28856998,Ward 64,apartment,6.917705609835305,9,0,1.0986122886681098,412164,674041,553387661,10000,10000,3.295836866004329,1,0,0,0,0,0,0
apartment,Ward 64,767,820,100,100,26,2,1,1,0,97,26,0.54,1.5,0,1,1,1,1,1,0,1,0,0,0,0,0,0,950,28857091,Ward 64,apartment,6.856461984594587,1,0.4054651081081644,0,588289,672400,551368000,10000,10000,3.295836866004329,1,1,1,1,1,0,0
apartment,Ward 61,767,821,100,100,26,4,2,2,0,97,26,0.54,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1770,28857195,Ward 61,apartment,7.478734825567875,4,0,0,588289,674041,553387661,10000,10000,3.295836866004329,4,1,1,1,1,0,0
apartment,Ward 23,767,2983,100,87,88,4,2,2,0,97,75,0.54,1.5,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2600,28858014,Ward 23,apartment,7.8632667240095735,4,0.4054651081081644,0,588289,8898289,26543596087,7569,10000,4.48863636973214,4,1,1,1,1,0,0
apartment,Ward 54,673,1787,100,78,118,6,3,3,9,84,113,0.4,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,4780,28858173,Ward 54,apartment,8.472195825485501,9,0.6931471805599453,2.302585092994046,452929,3193369,5706550403,6084,10000,4.77912349311153,9,0,0,0,0,0,0
apartment,Ward 55,734,819,100,89,1,2,1,1,24,98,1,0.98,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,950,28862193,Ward 55,apartment,6.856461984594587,1,0,3.2188758248682006,538756,670761,549353259,7921,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 64,723,821,100,100,26,6,3,6,1,100,26,0.04,3,0,1,1,1,1,1,0,0,0,0,1,0,1,0,3200,28878063,Ward 64,apartment,8.070906088787819,36,1.0986122886681098,0.6931471805599453,522729,674041,553387661,10000,10000,3.295836866004329,9,0,0,0,0,0,0
apartment,Ward 64,733,2153,100,100,1,2,1,1,67,98,1,2.74,1.5,1,1,1,1,1,1,1,0,0,0,1,1,0,0,650,28878213,Ward 64,apartment,6.476972362889683,1,0.4054651081081644,4.219507705176107,537289,4635409,9980035577,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 54,779,818,100,80,1,4,2,2,12,92,1,0.46,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,5286,28882348,Ward 54,apartment,8.572817095164234,4,0.6931471805599453,2.5649493574615367,606841,669124,547343432,6400,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 115,794,979,98,97,89,4,2,2,30,94,78,1.13,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,3710,28885326,Ward 115,apartment,8.21878715560148,4,0.6931471805599453,3.4339872044851463,630436,958441,938313739,9409,9604,4.499809670330265,4,0,0,0,0,0,0
apartment,Ward 61,785,954,100,92,1,2,1,2,61,99,2,2.33,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,850,28899021,Ward 61,apartment,6.745236349484363,4,0,4.127134385045092,616225,910116,868250664,8464,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 54,722,1684,100,100,1,2,1,1,4,95,1,0.17,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1500,28928466,Ward 54,apartment,7.313220387090301,1,0,1.6094379124341003,521284,2835856,4775581504,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 58,722,1461,100,96,1,2,1,1,1,100,1,0.04,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,510,28933234,Ward 58,apartment,6.234410725718371,1,0,0.6931471805599453,521284,2134521,3118535181,9216,10000,0.6931471805599453,1,0,0,0,0,1,1
apartment,Ward 54,748,1999,100,98,4,4,2,2,19,100,1,0.76,2,0,1,1,1,1,1,1,1,0,0,1,1,1,0,2137,28934378,Ward 54,apartment,7.667158255319148,4,0.6931471805599453,2.995732273553991,559504,3996001,7988005999,9604,10000,1.6094379124341003,4,0,0,0,0,0,0
apartment,Ward 58,767,822,100,0,3,4,2,2,0,97,3,0.54,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1000,28935163,Ward 58,apartment,6.907755278982137,4,0,0,588289,675684,555412248,0,10000,1.3862943611198906,4,1,1,1,1,1,0
apartment,Ward 115,753,2059,100,61,18,2,1,1,5,100,19,0.2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,2000,28948616,Ward 115,apartment,7.600902459542082,1,0,1.791759469228055,567009,4239481,8729091379,3721,10000,2.9444389791664403,1,0,0,0,0,0,0
apartment,Ward 115,810,1157,100,100,1,2,1,1,113,98,1,4.18,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1379,28954650,Ward 115,apartment,7.229113877793302,1,0,4.736198448394496,656100,1338649,1548816893,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 83,691,1056,80,100,5,4,2,3,10,88,5,0.43,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1230,28974019,Ward 83,apartment,7.114769448366463,9,0,2.3978952727983707,477481,1115136,1177583616,10000,6400,1.791759469228055,4,0,0,0,0,0,0
apartment,Ward 61,728,1265,89,96,3,6,2,3,37,97,3,1.52,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2614,28976642,Ward 61,apartment,7.868636894184167,9,0.6931471805599453,3.6375861597263857,529984,1600225,2024284625,9216,7921,1.3862943611198906,4,0,0,0,0,0,0
apartment,Ward 23,802,1018,100,63,1,2,1,1,11,100,1,0.41,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,963,28977162,Ward 23,apartment,6.870053411798126,1,0,2.4849066497880004,643204,1036324,1054977832,3969,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,781,2840,100,100,2,4,2,3,4,95,2,0.15,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,990,28979461,Ward 115,apartment,6.897704943128636,9,0,1.6094379124341003,609961,8065600,22906304000,10000,10000,1.0986122886681098,4,0,0,0,0,1,0
apartment,Ward 23,813,1074,89,85,30,5,2,4,23,96,15,0.85,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1400,28980916,Ward 23,apartment,7.24422751560335,16,0.6931471805599453,3.1780538303479458,660969,1153476,1238833224,7225,7921,3.4339872044851463,4,0,0,0,0,0,0
apartment,Ward 115,736,2147,100,97,4,2,1,1,17,96,2,0.69,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,800,29000270,Ward 115,apartment,6.684611727667927,1,0,2.8903717578961645,541696,4609609,9896830523,9409,10000,1.6094379124341003,1,0,0,0,0,0,0
apartment,Ward 115,796,1850,100,100,4,3,1,2,31,95,3,1.17,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,731,29017907,Ward 115,apartment,6.594413459749778,4,0,3.4657359027997265,633616,3422500,6331625000,10000,10000,1.6094379124341003,1,0,0,0,0,0,0
apartment,Ward 83,799,813,100,96,4,5,2,3,54,97,3,2.03,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1283,29024466,Ward 83,apartment,7.1569563646156364,9,0,4.007333185232471,638401,660969,537367797,9216,10000,1.6094379124341003,4,0,0,0,0,0,0
apartment,Ward 64,742,1613,100,100,1,3,2,2,4,95,1,0.16,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,600,29026398,Ward 64,apartment,6.396929655216146,4,0,1.6094379124341003,550564,2601769,4196653397,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 77,767,820,100,96,3,2,1,1,0,97,2,0.54,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,544,29027577,Ward 77,apartment,6.298949246855942,1,0,0,588289,672400,551368000,9216,10000,1.3862943611198906,1,1,1,1,1,0,1
apartment,Ward 83,781,2118,100,61,18,3,1,3,4,90,12,0.15,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1014,29028256,Ward 83,apartment,6.921658184151129,9,0,1.6094379124341003,609961,4485924,9501187032,3721,10000,2.9444389791664403,1,0,0,0,0,0,0
apartment,Ward 115,796,812,100,100,2,4,2,3,69,99,2,2.6,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1305,29028839,Ward 115,apartment,7.173958319756794,9,0,4.248495242049359,633616,659344,535387328,10000,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 54,772,812,100,100,1,2,0,1,57,98,1,2.21,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1200,29032595,Ward 54,apartment,7.090076835776092,1,0,4.060443010546419,595984,659344,535387328,10000,10000,0.6931471805599453,0,0,0,0,0,0,0
apartment,Ward 83,767,812,0,96,1,5,2,2,0,97,1,0.54,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,950,29047374,Ward 83,apartment,6.856461984594587,4,0,0,588289,659344,535387328,9216,0,0.6931471805599453,4,1,1,1,1,0,1
apartment,Ward 115,793,2209,100,96,23,2,1,1,123,97,2,4.65,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2564,29098805,Ward 115,apartment,7.849323818040561,1,0,4.820281565605037,628849,4879681,10779215329,9216,10000,3.1780538303479458,1,0,0,0,0,1,1
apartment,Ward 102,767,3208,100,96,2,2,1,1,0,97,2,0.54,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1100,29107932,Ward 102,apartment,7.003065458786462,1,0,0,588289,10291264,33014374912,9216,10000,1.0986122886681098,1,1,1,1,1,1,1
apartment,Ward 54,767,1635,50,96,2,6,3,4,0,97,2,0.54,2.5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,3500,29111886,Ward 54,apartment,8.160518247477505,16,0.9162907318741551,0,588289,2673225,4370722875,9216,2500,1.0986122886681098,9,1,1,1,1,0,1
apartment,Ward 77,792,809,100,95,1,4,2,3,37,94,1,1.4,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,3006,29112307,Ward 77,apartment,8.00836557031292,9,0.6931471805599453,3.6375861597263857,627264,654481,529475129,9025,10000,0.6931471805599453,4,0,0,0,0,0,0
loft,Ward 115,804,808,100,100,1,2,0,1,89,97,1,3.32,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,5813,29116411,Ward 115,loft,8.66785206770135,1,0,4.499809670330265,646416,652864,527514112,10000,10000,0.6931471805599453,0,0,0,0,0,0,0
apartment,Ward 71,722,2292,0,0,1,4,2,3,3,100,1,0.12,2.5,0,1,1,0,0,1,1,0,0,0,0,1,1,0,2500,29118059,Ward 71,apartment,7.824046010856292,9,0.9162907318741551,1.3862943611198906,521284,5253264,12040481088,0,0,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 74,743,1324,100,100,1,2,1,1,17,100,1,0.69,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1120,29118631,Ward 74,apartment,7.02108396428914,1,0,2.8903717578961645,552049,1752976,2320940224,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 54,544,830,82,97,13,2,1,1,3,100,13,0.17,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,2187,29121841,Ward 54,apartment,7.690286020676768,1,0,1.3862943611198906,295936,688900,571787000,9409,6724,2.6390573296152584,1,0,0,0,0,0,0
apartment,Ward 115,779,2228,100,88,1,2,0,1,47,100,1,1.81,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1300,29124745,Ward 115,apartment,7.170119543449628,1,0,3.871201010907891,606841,4963984,11059756352,7744,10000,0.6931471805599453,0,0,0,0,0,0,0
apartment,Ward 54,767,830,82,97,13,2,1,1,0,97,13,0.54,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,2350,29125260,Ward 54,apartment,7.762170607138205,1,0,0,588289,688900,571787000,9409,6724,2.6390573296152584,1,1,1,1,1,0,0
apartment,Ward 54,290,809,100,96,1,4,2,2,1,100,1,0.1,2,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1200,29126231,Ward 54,apartment,7.090076835776092,4,0.6931471805599453,0.6931471805599453,84100,654481,529475129,9216,10000,0.6931471805599453,4,0,0,0,0,0,1
apartment,Ward 54,453,830,82,97,13,4,2,3,1,20,13,0.07,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,3350,29136255,Ward 54,apartment,8.116715624819111,9,0,0.6931471805599453,205209,688900,571787000,9409,6724,2.6390573296152584,4,0,0,0,0,0,0
apartment,Ward 77,778,872,100,86,1,3,2,2,29,98,1,1.12,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,999,29141752,Ward 77,apartment,6.906754778648554,4,0,3.4011973816621555,605284,760384,663054848,7396,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 77,785,808,100,100,1,2,1,1,37,96,1,1.41,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2860,29147125,Ward 77,apartment,7.958576903813898,1,0,3.6375861597263857,616225,652864,527514112,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
