f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type,ln_price,n_beds2,ln_bathrooms,ln_number_of_reviews,n_days_since_rv2,n_days_since_host2,n_days_since_host3,n_host_acceptance_rate2,n_host_response_rate2,ln_host_total_listings_count,n_bedrooms2,flag_days_since_rv,flag_review_scores_rating,flag_reviews_per_month,flag_number_of_reviews,flag_host_response_rate,flag_host_acceptance_rate
loft,Ward 59,1392,1538,100,91,1,2,1,1,100,99,1,2.15,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,800,17511576,Ward 59,loft,6.684611727667927,1,0,4.61512051684126,1937664,2365444,3638052872,8281,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,1337,2342,100,94,8,4,2,2,29,94,8,0.65,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,766,17519763,Ward 115,apartment,6.641182169740591,4,0,3.4011973816621555,1787569,5484964,12845785688,8836,10000,2.1972245773362196,4,0,0,0,0,0,0
apartment,Ward 115,1335,2992,79,94,72,2,0,1,10,75,71,0.22,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,650,17523269,Ward 115,apartment,6.476972362889683,1,0,2.3978952727983707,1782225,8952064,26784575488,8836,6241,4.290459441148391,0,0,0,0,0,0,0
apartment,Ward 115,1353,2342,100,94,8,4,2,2,59,96,8,1.31,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,766,17536100,Ward 115,apartment,6.641182169740591,4,0,4.0943445622221,1830609,5484964,12845785688,8836,10000,2.1972245773362196,4,0,0,0,0,0,0
apartment,Ward 64,1349,1877,100,100,1,5,3,5,9,100,1,0.2,2,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1050,17536376,Ward 64,apartment,6.956545443151569,25,0.6931471805599453,2.302585092994046,1819801,3523129,6612913133,10000,10000,0.6931471805599453,9,0,0,0,0,0,0
apartment,Ward 115,1369,2074,100,93,12,6,3,4,83,98,10,1.82,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,4000,17537115,Ward 115,apartment,8.294049640102028,16,0.6931471805599453,4.430816798843313,1874161,4301476,8921261224,8649,10000,2.5649493574615367,9,0,0,0,0,0,0
apartment,Ward 107,767,1392,14,0,2,4,2,2,0,97,2,0.54,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,990,17539133,Ward 107,apartment,6.897704943128636,4,0.6931471805599453,0,588289,1937664,2697228288,0,196,1.0986122886681098,4,1,1,1,1,0,0
apartment,Ward 115,1356,1411,50,50,1,2,1,1,6,93,1,0.13,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1150,17553705,Ward 115,apartment,7.047517221357296,1,0,1.9459101490553132,1838736,1990921,2809189531,2500,2500,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 43,1330,1392,90,100,2,4,1,2,11,84,2,0.25,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,300,17553731,Ward 43,apartment,5.703782474656201,4,0,2.4849066497880004,1768900,1937664,2697228288,10000,8100,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 83,1090,1430,0,96,1,5,2,5,2,100,1,0.05,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1200,17565928,Ward 83,apartment,7.090076835776092,25,0,1.0986122886681098,1188100,2044900,2924207000,9216,0,0.6931471805599453,4,0,0,0,0,0,1
apartment,Ward 74,292,1455,100,50,1,2,1,1,1,100,1,0.1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,450,17566570,Ward 74,apartment,6.1092475827643655,1,0,0.6931471805599453,85264,2117025,3080271375,2500,10000,0.6931471805599453,1,0,0,0,0,1,0
apartment,Ward 83,767,1391,100,96,2,2,1,1,0,97,1,0.54,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1500,17570904,Ward 83,apartment,7.313220387090301,1,0,0,588289,1934881,2691419471,9216,10000,1.0986122886681098,1,1,1,1,1,1,1
apartment,Ward 105,1322,1389,100,0,1,4,2,2,10,94,1,0.23,2,0,1,0,0,1,1,1,1,0,1,0,1,1,0,450,17577649,Ward 105,apartment,6.1092475827643655,4,0.6931471805599453,2.3978952727983707,1747684,1929321,2679826869,0,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 3,1381,1389,100,91,2,4,2,3,70,99,1,1.52,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,554,17578757,Ward 3,apartment,6.317164686747284,9,0,4.2626798770413155,1907161,1929321,2679826869,8281,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 100,767,1612,100,96,1,2,1,1,0,97,1,0.54,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,750,17583692,Ward 100,apartment,6.620073206530356,1,0,0,588289,2598544,4188852928,9216,10000,0.6931471805599453,1,1,1,1,1,1,1
loft,Ward 1,1286,1665,100,100,1,2,1,1,9,98,1,0.21,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,971,17584698,Ward 1,loft,6.878326468291325,1,0,2.302585092994046,1653796,2772225,4615754625,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,1367,610,100,96,64,2,1,1,96,88,48,2.11,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1101,17602310,Ward 115,apartment,7.00397413672268,1,0,4.574710978503383,1868689,372100,226981000,9216,10000,4.174387269895637,1,0,0,0,0,1,1
apartment,Ward 115,1361,3216,100,100,5,2,1,1,32,94,4,0.7,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,750,17613997,Ward 115,apartment,6.620073206530356,1,0,3.4965075614664802,1852321,10342656,33261981696,10000,10000,1.791759469228055,1,0,0,0,0,0,0
serviced_apartment,Ward 115,1270,1388,100,100,1,4,2,3,36,95,1,0.85,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,2486,17616467,Ward 115,serviced_apartment,7.818430272070656,9,0.6931471805599453,3.6109179126442243,1612900,1926544,2674043072,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 1,767,1426,100,96,2,2,1,1,0,97,2,0.54,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1122,17616863,Ward 1,apartment,7.022868086082641,1,0,0,588289,2033476,2899736776,9216,10000,1.0986122886681098,1,1,1,1,1,1,1
apartment,Ward 77,1349,3249,100,100,3,2,1,1,46,99,1,1.02,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1462,17622220,Ward 77,apartment,7.2875606403097235,1,0,3.8501476017100584,1819801,10556001,34296447249,10000,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 63,691,1441,0,96,5,5,2,3,1,40,5,0.04,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1200,17627605,Ward 63,apartment,7.090076835776092,9,0,0.6931471805599453,477481,2076481,2992209121,9216,0,1.791759469228055,4,0,0,0,0,0,1
apartment,Ward 54,1023,1387,100,96,1,4,2,3,1,80,1,0.03,2.5,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1500,17629479,Ward 54,apartment,7.313220387090301,9,0.9162907318741551,0.6931471805599453,1046529,1923769,2668267603,9216,10000,0.6931471805599453,4,0,0,0,0,0,1
apartment,Ward 59,1355,1387,100,97,1,2,0,1,82,94,2,1.81,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,496,17633678,Ward 59,apartment,6.206575926724928,1,0,4.418840607796598,1836025,1923769,2668267603,9409,10000,0.6931471805599453,0,0,0,0,0,0,0
apartment,Ward 55,1240,3128,97,96,62,2,1,1,7,97,64,0.17,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1887,17643084,Ward 55,apartment,7.54274354536855,1,0,2.0794415416798357,1537600,9784384,30605553152,9216,9409,4.143134726391533,1,0,0,0,0,0,0
apartment,Ward 64,1358,2946,100,100,1,4,2,2,8,98,1,0.18,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2506,17644341,Ward 64,apartment,7.826443135456014,4,0.6931471805599453,2.1972245773362196,1844164,8678916,25568086536,10000,10000,0.6931471805599453,4,0,0,0,0,1,0
apartment,Ward 23,1363,1591,100,100,3,4,2,3,23,97,3,0.51,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,2240,17647421,Ward 23,apartment,7.7142311448490855,9,0,3.1780538303479458,1857769,2531281,4027268071,10000,10000,1.3862943611198906,4,0,0,0,0,0,0
apartment,Ward 59,1343,2899,100,83,2,4,2,3,63,97,2,1.41,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,995,17650362,Ward 59,apartment,6.902742737158593,9,0.6931471805599453,4.1588830833596715,1803649,8404201,24363778699,6889,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 54,1355,1816,96,86,27,2,1,1,118,100,18,2.61,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,4643,17653022,Ward 54,apartment,8.443115988019922,1,0,4.77912349311153,1836025,3297856,5988906496,7396,9216,3.332204510175204,1,0,0,0,0,0,0
apartment,Ward 54,1083,2269,100,96,7,6,3,4,40,99,2,1.11,2.5,1,1,1,0,1,1,0,0,0,0,0,0,1,0,5143,17661124,Ward 54,apartment,8.545391845774915,16,0.9162907318741551,3.713572066704308,1172889,5148361,11681631109,9216,10000,2.0794415416798357,9,0,0,0,0,0,0
apartment,Ward 64,998,1382,100,83,2,4,2,3,11,80,2,0.33,2,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1200,17707354,Ward 64,apartment,7.090076835776092,9,0.6931471805599453,2.4849066497880004,996004,1909924,2639514968,6889,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 64,1104,2027,100,97,2,4,2,2,23,95,2,0.62,1.5,1,1,1,0,1,1,1,0,0,1,0,1,1,0,523,17707780,Ward 64,apartment,6.259581464064923,4,0.4054651081081644,3.1780538303479458,1218816,4108729,8328393683,9409,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 115,1369,1381,100,100,1,2,1,1,66,99,1,1.45,1.5,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2925,17710055,Ward 115,apartment,7.981049759665957,1,0.4054651081081644,4.204692619390966,1874161,1907161,2633789341,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 70,1336,2980,100,78,0,3,1,2,4,95,2,0.09,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,600,17726188,Ward 70,apartment,6.396929655216146,4,0,1.6094379124341003,1784896,8880400,26463592000,6084,10000,0,1,0,0,0,0,0,0
apartment,Ward 55,720,1380,100,65,1,2,1,2,13,98,1,0.54,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,900,17727110,Ward 55,apartment,6.802394763324311,4,0,2.6390573296152584,518400,1904400,2628072000,4225,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,1367,2380,100,100,1,5,2,3,97,95,1,2.13,2.5,0,1,1,0,1,1,1,1,0,0,1,1,1,0,2750,17727863,Ward 115,apartment,7.919356190660617,9,0.9162907318741551,4.584967478670572,1868689,5664400,13481272000,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 59,1347,1381,100,99,5,2,1,1,38,92,1,0.85,1.5,0,1,1,1,1,1,1,1,0,0,0,1,1,0,771,17730545,Ward 59,apartment,6.647688373563329,1,0.4054651081081644,3.6635616461296463,1814409,1907161,2633789341,9801,10000,1.791759469228055,1,0,0,0,0,0,0
apartment,Ward 115,1364,1380,100,100,1,4,2,2,44,95,1,0.97,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,3360,17739346,Ward 115,apartment,8.11969625295725,4,0.6931471805599453,3.8066624897703196,1860496,1904400,2628072000,10000,10000,0.6931471805599453,4,0,0,0,0,1,0
apartment,Ward 115,1346,1478,95,94,11,3,1,1,56,99,8,1.25,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,813,17743772,Ward 115,apartment,6.70073110954781,1,0,4.04305126783455,1811716,2184484,3228667352,8836,9025,2.4849066497880004,1,0,0,0,0,0,0
serviced_apartment,Ward 77,1343,1480,100,100,1,3,1,2,54,99,1,1.21,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1150,17745392,Ward 77,serviced_apartment,7.047517221357296,4,0,4.007333185232471,1803649,2190400,3241792000,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 54,1084,1511,100,96,1,2,1,1,2,100,1,0.06,1.5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1800,17754044,Ward 54,apartment,7.495541943884256,1,0.4054651081081644,1.0986122886681098,1175056,2283121,3449795831,9216,10000,0.6931471805599453,1,0,0,0,0,0,1
apartment,Ward 23,767,1428,100,96,1,3,1,2,0,97,1,0.54,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1750,17756081,Ward 23,apartment,7.4673710669175595,4,0,0,588289,2039184,2911954752,9216,10000,0.6931471805599453,1,1,1,1,1,1,1
apartment,Ward 113,1369,1611,100,100,10,2,0,1,4,100,9,0.09,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1999,17756141,Ward 113,apartment,7.6004023345004,1,0,1.6094379124341003,1874161,2595321,4181062131,10000,10000,2.3978952727983707,0,0,0,0,0,0,0
apartment,Ward 54,1337,1431,100,75,1,4,2,3,23,89,1,0.52,2.5,0,1,1,0,1,1,0,1,0,0,0,0,1,0,2900,17772903,Ward 54,apartment,7.9724660159745655,9,0.9162907318741551,3.1780538303479458,1787569,2047761,2930345991,5625,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 77,1363,2559,100,67,1,4,2,2,17,93,1,0.37,1.5,0,1,1,0,1,1,1,0,0,0,1,1,1,0,750,17778627,Ward 77,apartment,6.620073206530356,4,0.4054651081081644,2.8903717578961645,1857769,6548481,16757562879,4489,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 77,1309,1815,100,100,1,4,1,2,122,98,1,2.79,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1913,17782024,Ward 77,apartment,7.556427969440253,4,0,4.812184355372417,1713481,3294225,5979018375,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 74,1357,1673,100,100,2,5,2,5,15,97,2,0.33,2,0,1,1,0,1,1,1,0,0,0,1,1,1,0,2157,17797896,Ward 74,apartment,7.676473646389156,25,0.6931471805599453,2.772588722239781,1841449,2798929,4682608217,10000,10000,1.0986122886681098,4,0,0,0,0,0,0
apartment,Ward 77,1355,1374,0,0,1,4,2,2,4,87,1,0.09,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1200,17838041,Ward 77,apartment,7.090076835776092,4,0.6931471805599453,1.6094379124341003,1836025,1887876,2593941624,0,0,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 77,1362,2594,100,95,11,4,2,2,46,97,3,1.01,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1450,17840373,Ward 77,apartment,7.27931883541462,4,0,3.8501476017100584,1855044,6728836,17454600584,9025,10000,2.4849066497880004,4,0,0,0,0,0,0
apartment,Ward 15,1021,1684,100,100,2,5,3,3,8,90,2,0.23,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2200,17842687,Ward 15,apartment,7.696212639346407,9,0.6931471805599453,2.1972245773362196,1042441,2835856,4775581504,10000,10000,1.0986122886681098,9,0,0,0,0,0,0
apartment,Ward 115,1033,3596,100,100,1,4,2,2,26,95,1,0.75,2,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1200,17847671,Ward 115,apartment,7.090076835776092,4,0.6931471805599453,3.295836866004329,1067089,12931216,46500652736,10000,10000,0.6931471805599453,4,0,0,0,0,1,0
loft,Ward 59,1230,1373,100,67,4,2,0,1,30,99,2,0.73,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1100,17850488,Ward 59,loft,7.003065458786462,1,0,3.4339872044851463,1512900,1885129,2588282117,4489,10000,1.6094379124341003,0,0,0,0,0,0,0
apartment,Ward 77,725,1847,100,96,2,2,0,1,1,100,1,0.04,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1620,17854091,Ward 77,apartment,7.3901814282264295,1,0,0.6931471805599453,525625,3411409,6300872423,9216,10000,1.0986122886681098,0,0,0,0,0,1,1
loft,Ward 77,1347,2144,100,96,1,2,1,1,8,94,1,0.18,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,700,17860839,Ward 77,loft,6.551080335043404,1,0,2.1972245773362196,1814409,4596736,9855401984,9216,10000,0.6931471805599453,1,0,0,0,0,0,1
apartment,Ward 83,1261,2118,100,61,18,3,2,2,22,95,12,0.52,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,864,17861970,Ward 83,apartment,6.761572768804055,4,0,3.1354942159291497,1590121,4485924,9501187032,3721,10000,2.9444389791664403,4,0,0,0,0,0,0
apartment,Ward 115,1352,1726,93,89,2,4,1,2,177,93,1,3.92,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1471,17866830,Ward 115,apartment,7.293697720601438,4,0,5.181783550292085,1827904,2979076,5141885176,7921,8649,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 23,1355,1378,100,100,1,4,2,3,42,99,1,0.93,2,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2371,17870347,Ward 23,apartment,7.771067086065406,9,0.6931471805599453,3.7612001156935624,1836025,1898884,2616662152,10000,10000,0.6931471805599453,4,0,0,0,0,1,0
apartment,Ward 69,767,1372,100,96,1,2,1,1,0,97,1,0.54,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,550,17871408,Ward 69,apartment,6.309918278226516,1,0,0,588289,1882384,2582630848,9216,10000,0.6931471805599453,1,1,1,1,1,1,1
loft,Ward 115,1088,2518,100,79,15,3,1,1,10,100,13,0.28,1.5,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1650,17874753,Ward 115,loft,7.408530566894626,1,0.4054651081081644,2.3978952727983707,1183744,6340324,15964935832,6241,10000,2.772588722239781,1,0,0,0,0,0,0
apartment,Ward 61,1251,1372,100,100,1,4,1,1,14,100,1,0.34,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1900,17876381,Ward 61,apartment,7.549609165154532,1,0,2.70805020110221,1565001,1882384,2582630848,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,1343,3150,100,100,3,2,0,1,54,99,4,1.21,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1736,17894931,Ward 115,apartment,7.459338895220296,1,0,4.007333185232471,1803649,9922500,31255875000,10000,10000,1.3862943611198906,0,0,0,0,0,0,0
apartment,Ward 74,1046,2851,100,100,1,3,1,2,1,80,1,0.03,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,920,17896011,Ward 74,apartment,6.824373670043086,4,0,0.6931471805599453,1094116,8128201,23173501051,10000,10000,0.6931471805599453,1,0,0,0,0,1,0
apartment,Ward 115,1104,2420,92,88,5,4,2,3,50,90,5,1.36,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,879,17896059,Ward 115,apartment,6.778784897685177,9,0,3.9318256327243257,1218816,5856400,14172488000,7744,8464,1.791759469228055,4,0,0,0,0,0,0
apartment,Ward 74,1289,1816,96,86,27,4,2,2,44,99,18,1.02,3.5,1,1,1,0,1,0,1,0,0,0,1,1,1,0,3500,17911290,Ward 74,apartment,8.160518247477505,4,1.252762968495368,3.8066624897703196,1661521,3297856,5988906496,7396,9216,3.332204510175204,4,0,0,0,0,0,0
loft,Ward 115,1349,1417,100,100,3,2,1,2,73,98,1,1.62,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1592,17918924,Ward 115,loft,7.3727463664043285,4,0.6931471805599453,4.30406509320417,1819801,2007889,2845178713,10000,10000,1.3862943611198906,1,0,0,0,0,0,0
serviced_apartment,Ward 77,1348,2050,100,75,2,2,1,1,62,99,1,1.38,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,950,17928811,Ward 77,serviced_apartment,6.856461984594587,1,0,4.143134726391533,1817104,4202500,8615125000,5625,10000,1.0986122886681098,1,0,0,0,0,0,0
apartment,Ward 54,1348,2112,100,100,3,2,1,1,88,98,1,1.96,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,784,17938942,Ward 54,apartment,6.664409020350408,1,0,4.48863636973214,1817104,4460544,9420668928,10000,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 70,1300,1830,100,0,1,6,2,3,3,100,1,0.07,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1000,17940813,Ward 70,apartment,6.907755278982137,9,0.6931471805599453,1.3862943611198906,1690000,3348900,6128487000,0,10000,0.6931471805599453,4,0,0,0,0,1,0
apartment,Ward 23,1101,1989,100,99,3,2,1,1,82,100,3,2.23,1.5,1,1,1,0,1,1,1,0,0,1,1,1,0,0,850,17946576,Ward 23,apartment,6.745236349484363,1,0.4054651081081644,4.418840607796598,1212201,3956121,7868724669,9801,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 23,1304,1480,100,83,5,2,1,1,44,95,4,1.01,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,725,17949217,Ward 23,apartment,6.586171654854675,1,0,3.8066624897703196,1700416,2190400,3241792000,6889,10000,1.791759469228055,1,0,0,0,0,0,0
apartment,Ward 115,740,1430,67,88,1,2,1,1,15,96,1,0.61,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,551,17951377,Ward 115,apartment,6.311734809152915,1,0,2.772588722239781,547600,2044900,2924207000,7744,4489,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 115,1345,1816,96,86,27,2,0,1,125,96,18,2.79,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1243,17965053,Ward 115,apartment,7.1252830915107115,1,0,4.836281906951478,1809025,3297856,5988906496,7396,9216,3.332204510175204,0,0,0,0,0,0,0
apartment,Ward 64,1347,1910,100,83,3,3,1,1,33,98,2,0.73,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1250,17970391,Ward 64,apartment,7.1308988302963465,1,0,3.5263605246161616,1814409,3648100,6967871000,6889,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 54,1310,1787,100,78,118,4,2,2,30,93,113,0.69,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,4195,17984001,Ward 54,apartment,8.341648618901306,4,0.6931471805599453,3.4339872044851463,1716100,3193369,5706550403,6084,10000,4.77912349311153,4,0,0,0,0,0,0
apartment,Ward 74,1197,1935,100,50,1,5,2,4,11,87,1,0.28,2,0,1,1,0,1,1,1,0,0,0,1,1,1,0,2000,17990669,Ward 74,apartment,7.600902459542082,16,0.6931471805599453,2.4849066497880004,1432809,3744225,7245075375,2500,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 55,1312,2604,91,91,9,4,2,3,16,88,9,0.37,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1179,17992849,Ward 55,apartment,7.072421900537371,9,0.6931471805599453,2.833213344056216,1721344,6780816,17657244864,8281,8281,2.302585092994046,4,0,0,0,0,0,0
apartment,Ward 54,767,1364,100,96,1,6,3,3,0,97,1,0.54,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4391,18002277,Ward 54,apartment,8.387312270561717,9,0.6931471805599453,0,588289,1860496,2537716544,9216,10000,0.6931471805599453,9,1,1,1,1,0,1
apartment,Ward 70,767,1481,100,96,2,4,2,3,0,97,1,0.54,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1500,18015053,Ward 70,apartment,7.313220387090301,9,0,0,588289,2193361,3248367641,9216,10000,1.0986122886681098,4,1,1,1,1,1,1
apartment,Ward 74,1049,1361,100,50,1,4,2,3,6,97,1,0.17,1.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1959,18034855,Ward 74,apartment,7.580189417944541,9,0.4054651081081644,1.9459101490553132,1100401,1852321,2521008881,2500,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 74,1235,1362,100,97,1,2,1,2,78,99,1,1.89,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,557,18036861,Ward 74,apartment,6.322565239927284,4,0,4.3694478524670215,1525225,1855044,2526569928,9409,10000,0.6931471805599453,1,0,0,0,0,0,0
loft,Ward 54,1255,1362,100,59,1,2,0,1,63,97,1,1.5,1.5,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1247,18039528,Ward 54,loft,7.1284959456800365,1,0.4054651081081644,4.1588830833596715,1575025,1855044,2526569928,3481,10000,0.6931471805599453,0,0,0,0,0,0,0
apartment,Ward 100,1081,1369,100,100,3,6,3,4,2,80,3,0.06,3,0,1,0,1,1,1,1,0,0,0,0,1,1,0,2000,18045712,Ward 100,apartment,7.600902459542082,16,1.0986122886681098,1.0986122886681098,1168561,1874161,2565726409,10000,10000,1.3862943611198906,9,0,0,0,0,0,0
apartment,Ward 61,1181,1365,100,83,1,5,1,3,38,97,1,0.96,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1000,18052019,Ward 61,apartment,6.907755278982137,9,0,3.6635616461296463,1394761,1863225,2543302125,6889,10000,0.6931471805599453,1,0,0,0,0,1,0
loft,Ward 115,1305,2321,0,100,1,2,1,1,74,95,1,1.7,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,650,18054612,Ward 115,loft,6.476972362889683,1,0,4.31748811353631,1703025,5387041,12503322161,10000,0,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 64,1255,1360,100,100,1,4,2,2,26,98,1,0.62,1.5,1,1,0,0,1,1,1,0,0,0,0,1,1,0,970,18061801,Ward 64,apartment,6.877296071497429,4,0.4054651081081644,3.295836866004329,1575025,1849600,2515456000,10000,10000,0.6931471805599453,4,0,0,0,0,0,0
apartment,Ward 64,1274,2184,100,100,1,2,1,1,112,96,1,2.64,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,750,18067094,Ward 64,apartment,6.620073206530356,1,0,4.727387818712341,1623076,4769856,10417365504,10000,10000,0.6931471805599453,1,0,0,0,0,0,0
apartment,Ward 5,767,1360,0,0,1,4,2,2,0,97,1,0.54,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,700,18068280,Ward 5,apartment,6.551080335043404,4,0.6931471805599453,0,588289,1849600,2515456000,0,0,0.6931471805599453,4,1,1,1,1,0,0
apartment,Ward 64,1328,3079,100,97,20,2,1,1,2,100,20,0.05,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1800,18068444,Ward 64,apartment,7.495541943884256,1,0,1.0986122886681098,1763584,9480241,29189662039,9409,10000,3.044522437723423,1,0,0,0,0,0,0
apartment,Ward 54,1334,1858,100,93,3,2,1,1,10,96,1,0.22,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,900,18073003,Ward 54,apartment,6.802394763324311,1,0,2.3978952727983707,1779556,3452164,6414120712,8649,10000,1.3862943611198906,1,0,0,0,0,0,0
apartment,Ward 115,1323,742,100,96,6,4,2,3,124,95,6,2.81,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1214,18083526,Ward 115,apartment,7.101675971619444,9,0,4.8283137373023015,1750329,550564,408518488,9216,10000,1.9459101490553132,4,0,0,0,0,1,1
loft,Ward 23,1285,1745,100,50,4,4,1,3,32,91,4,0.75,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1000,18087119,Ward 23,loft,6.907755278982137,9,0,3.4965075614664802,1651225,3045025,5313568625,2500,10000,1.6094379124341003,1,0,0,0,0,0,0
