f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
apartment,Ward 59,1089,2804,100,75,5,4,2,2,13,98,7,0.36,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,856,22367814,Ward 59,apartment
apartment,Ward 15,1088,1708,NA,NA,1,2,NA,1,13,94,1,0.36,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,786,22392585,Ward 15,apartment
apartment,Ward 70,679,1101,NA,100,1,2,1,1,2,90,1,0.09,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1200,22402858,Ward 70,apartment
apartment,Ward 85,1089,1179,0,0,1,2,NA,1,1,100,1,0.03,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,600,22404093,Ward 85,apartment
apartment,Ward 64,1088,2554,100,100,1,2,1,1,68,99,2,1.87,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1500,22407293,Ward 64,apartment
apartment,Ward 54,766,1128,100,100,1,4,1,2,9,100,1,0.35,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1286,22413566,Ward 54,apartment
apartment,Ward 103,822,1608,89,100,5,5,2,4,18,99,5,0.66,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1086,22413857,Ward 103,apartment
apartment,Ward 115,1089,1949,100,NA,1,2,1,1,4,80,1,0.11,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,550,22413858,Ward 115,apartment
apartment,Ward 57,1031,1094,0,NA,1,2,NA,1,1,80,1,0.03,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,450,22440778,Ward 57,apartment
apartment,Ward 77,NA,1357,NA,0,2,2,2,3,0,NA,2,NA,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1800,22443499,Ward 77,apartment
apartment,Ward 115,1060,1865,100,88,3,4,2,2,37,97,2,1.05,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,897,22463192,Ward 115,apartment
apartment,Ward 55,1061,1425,87,88,14,4,2,2,71,96,1,2.01,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1599,22464165,Ward 55,apartment
apartment,Ward 64,NA,1256,100,NA,3,4,2,2,0,NA,2,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1125,22466087,Ward 64,apartment
apartment,Ward 77,1052,1361,100,33,2,3,2,5,7,97,1,0.2,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1200,22471466,Ward 77,apartment
apartment,Ward 115,957,1092,NA,95,1,5,2,4,84,95,1,2.63,2,1,1,1,0,1,1,1,1,0,1,1,1,1,0,2200,22474181,Ward 115,apartment
apartment,Ward 23,NA,1437,100,0,3,3,1,1,0,NA,3,NA,1.5,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1500,22474823,Ward 23,apartment
apartment,Ward 74,720,3126,100,94,7,6,3,3,3,100,5,0.12,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1800,22477027,Ward 74,apartment
apartment,Ward 15,1087,1090,100,93,1,2,1,1,32,96,1,0.88,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,750,22488546,Ward 15,apartment
apartment,Ward 23,815,3047,100,100,11,5,3,5,9,96,10,0.33,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1272,22489050,Ward 23,apartment
apartment,Ward 64,NA,3878,NA,100,1,2,1,2,0,NA,1,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,600,22495247,Ward 64,apartment
apartment,Ward 21,637,1089,NA,100,1,4,2,3,2,100,1,0.09,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1200,22502848,Ward 21,apartment
serviced_apartment,Ward 61,NA,1786,89,100,5,4,2,3,0,NA,5,NA,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1900,22507878,Ward 61,serviced_apartment
serviced_apartment,Ward 15,1033,1089,100,100,4,2,1,1,19,100,4,0.55,1.5,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1781,22510923,Ward 15,serviced_apartment
apartment,Ward 64,1070,1547,100,67,2,5,2,3,7,94,1,0.2,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1023,22511161,Ward 64,apartment
apartment,Ward 58,605,2534,100,100,6,4,2,3,2,100,6,0.1,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2300,22513400,Ward 58,apartment
apartment,Ward 58,1007,2534,100,100,6,2,1,2,2,80,6,0.06,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1500,22515455,Ward 58,apartment
apartment,Ward 58,1029,2534,100,100,6,5,3,4,3,100,6,0.09,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2900,22515574,Ward 58,apartment
apartment,Ward 58,745,2534,100,100,6,4,2,3,2,90,6,0.08,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2300,22515618,Ward 58,apartment
apartment,Ward 74,355,1581,100,100,2,4,2,2,1,100,2,0.08,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1300,22520556,Ward 74,apartment
apartment,Ward 55,NA,1088,100,NA,1,2,1,0,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,800,22521885,Ward 55,apartment
apartment,Ward 73,1079,1088,100,50,1,2,1,1,4,100,1,0.11,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,349,22523909,Ward 73,apartment
apartment,Ward 54,1039,3163,NA,100,1,4,3,4,6,100,1,0.17,2,0,1,0,0,1,1,1,0,0,1,1,1,1,0,2500,22527273,Ward 54,apartment
apartment,Ward 64,1069,1088,100,0,1,2,1,1,15,96,1,0.42,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1000,22535331,Ward 64,apartment
apartment,Ward 15,NA,1213,NA,NA,4,2,1,1,0,NA,5,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1300,22536254,Ward 15,apartment
apartment,Ward 64,1060,2417,NA,NA,1,5,3,4,16,99,1,0.45,1.5,0,1,1,1,1,0,1,0,0,1,1,1,0,0,620,22541281,Ward 64,apartment
apartment,Ward 55,1049,1085,100,100,1,6,3,4,23,99,1,0.66,2,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2899,22567317,Ward 55,apartment
apartment,Ward 54,1053,1493,100,100,4,2,1,1,12,95,4,0.34,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2900,22577472,Ward 54,apartment
apartment,Ward 5,1031,2124,100,100,1,2,1,1,20,97,1,0.58,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,599,22583873,Ward 5,apartment
apartment,Ward 55,811,1093,100,0,3,6,3,4,2,100,3,0.07,3.5,0,1,0,0,1,1,1,1,0,0,0,1,1,0,10000,22597030,Ward 55,apartment
apartment,Ward 55,377,1784,NA,100,1,4,2,2,2,90,1,0.16,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1850,22610137,Ward 55,apartment
apartment,Ward 54,1053,1493,100,100,4,2,1,1,8,80,4,0.23,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1800,22610590,Ward 54,apartment
apartment,Ward 77,1073,2233,100,74,1,2,1,1,68,100,1,1.9,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,999,22613181,Ward 77,apartment
apartment,Ward 54,1022,1493,100,100,4,2,1,1,17,89,4,0.5,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2500,22618753,Ward 54,apartment
apartment,Ward 15,1041,1943,100,92,3,4,2,3,15,97,3,0.43,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1100,22622074,Ward 15,apartment
apartment,Ward 115,1063,1386,100,83,2,4,2,2,46,92,1,1.3,2,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1408,22625316,Ward 115,apartment
apartment,Ward 115,NA,1080,NA,NA,3,2,1,1,0,NA,3,NA,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1970,22646952,Ward 115,apartment
apartment,Ward 64,1060,1927,NA,0,0,4,2,3,19,99,1,0.54,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,655,22648839,Ward 64,apartment
apartment,Ward 73,986,1081,100,100,1,2,1,1,2,100,1,0.06,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,575,22648936,Ward 73,apartment
apartment,Ward 54,1046,1086,86,73,2,2,NA,0,41,89,1,1.17,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,640,22652171,Ward 54,apartment
apartment,Ward 64,1038,2574,100,97,13,2,1,1,27,96,12,0.78,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1256,22661059,Ward 64,apartment
apartment,Ward 107,345,1079,100,83,6,4,2,2,1,60,6,0.09,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2030,22661091,Ward 107,apartment
apartment,Ward 74,1041,2698,100,100,8,4,2,2,15,89,3,0.43,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2926,22681963,Ward 74,apartment
apartment,Ward 115,1073,1080,NA,NA,3,2,NA,1,1,NA,3,0.03,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1850,22697061,Ward 115,apartment
apartment,Ward 115,1047,1080,NA,NA,3,2,1,1,1,100,3,0.03,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1850,22697845,Ward 115,apartment
apartment,Ward 71,1033,1852,100,100,1,2,1,2,7,94,1,0.2,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,700,22700126,Ward 71,apartment
apartment,Ward 54,NA,3498,0,NA,2,4,2,2,0,NA,1,NA,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2450,22708370,Ward 54,apartment
apartment,Ward 70,1064,1077,NA,93,1,2,1,1,42,98,1,1.18,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,450,22708610,Ward 70,apartment
loft,Ward 57,1057,1647,100,83,1,2,1,1,24,99,1,0.68,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1300,22712977,Ward 57,loft
apartment,Ward 115,769,2733,100,100,1,2,1,1,8,94,1,0.31,1.5,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1000,22713544,Ward 115,apartment
apartment,Ward 7,1058,1109,100,100,1,2,1,1,23,97,1,0.65,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,300,22714041,Ward 7,apartment
apartment,Ward 77,1062,2184,100,100,4,6,3,4,27,97,3,0.76,3.5,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1665,22714206,Ward 77,apartment
apartment,Ward 83,1035,1825,100,0,2,6,3,6,4,100,1,0.12,2,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1450,22725901,Ward 83,apartment
apartment,Ward 83,1037,1076,NA,NA,1,2,1,1,8,98,1,0.23,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,398,22730309,Ward 83,apartment
apartment,Ward 54,1065,1075,100,100,0,2,1,1,75,90,1,2.11,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,3250,22742649,Ward 54,apartment
apartment,Ward 58,998,2534,100,100,6,2,1,2,3,100,6,0.09,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1500,22745784,Ward 58,apartment
apartment,Ward 115,1056,1073,100,100,1,4,2,2,43,95,1,1.22,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2500,22758301,Ward 115,apartment
apartment,Ward 85,1036,2132,100,80,1,4,2,3,15,91,1,0.43,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1500,22766313,Ward 85,apartment
apartment,Ward 115,1055,1074,100,100,2,4,2,3,19,91,2,0.54,2,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1200,22766541,Ward 115,apartment
apartment,Ward 70,1048,1554,100,91,1,2,2,2,89,97,1,2.55,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,326,22766893,Ward 70,apartment
apartment,Ward 107,300,1086,100,100,1,2,NA,1,1,80,1,0.1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,750,22770098,Ward 107,apartment
apartment,Ward 115,1051,1074,100,100,2,2,1,1,8,90,2,0.23,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,950,22771704,Ward 115,apartment
apartment,Ward 55,1058,1424,100,100,3,3,1,1,61,97,3,1.73,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,806,22780347,Ward 55,apartment
apartment,Ward 59,1067,1982,0,NA,4,3,2,2,1,100,3,0.03,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,750,22787159,Ward 59,apartment
apartment,Ward 54,1050,1072,100,100,1,4,2,2,41,91,1,1.17,2,0,1,1,1,1,1,1,0,0,1,1,1,1,0,4521,22799229,Ward 54,apartment
apartment,Ward 55,1038,1144,100,100,4,2,1,1,7,97,5,0.2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,900,22801048,Ward 55,apartment
apartment,Ward 58,805,2534,100,100,6,4,2,3,2,100,6,0.07,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2900,22803378,Ward 58,apartment
apartment,Ward 70,718,1076,100,40,1,2,1,1,4,95,1,0.17,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,401,22803512,Ward 70,apartment
apartment,Ward 77,910,1795,100,97,3,4,2,2,46,84,3,1.51,3,0,1,1,0,1,1,1,1,0,0,0,1,1,0,3857,22809066,Ward 77,apartment
apartment,Ward 115,903,2557,100,93,2,4,2,2,57,97,2,1.89,1.5,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2300,22809773,Ward 115,apartment
apartment,Ward 115,1056,1070,100,100,1,2,1,1,25,90,1,0.71,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,799,22818243,Ward 115,apartment
apartment,Ward 115,992,1704,97,99,2,3,NA,3,85,95,2,2.57,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,779,22820595,Ward 115,apartment
apartment,Ward 54,1036,1893,100,80,1,2,1,1,18,91,2,0.52,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,950,22824032,Ward 54,apartment
apartment,Ward 83,669,1070,100,NA,1,6,2,3,1,80,1,0.04,1.5,0,1,1,0,0,1,1,1,0,0,1,1,1,0,2729,22840629,Ward 83,apartment
apartment,Ward 77,981,1365,100,100,1,4,2,3,3,93,1,0.09,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1643,22842296,Ward 77,apartment
apartment,Ward 23,1056,4041,90,92,9,4,2,2,24,96,6,0.68,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1155,22853933,Ward 23,apartment
apartment,Ward 54,1040,1902,67,0,1,6,3,3,15,97,1,0.43,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,10500,22854058,Ward 54,apartment
apartment,Ward 77,614,2320,0,0,2,2,1,1,1,100,2,0.05,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,400,22857595,Ward 77,apartment
apartment,Ward 115,719,2675,100,0,7,4,2,2,2,60,6,0.08,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2898,22870588,Ward 115,apartment
apartment,Ward 115,NA,2675,100,0,7,2,1,1,0,NA,6,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1900,22871132,Ward 115,apartment
apartment,Ward 112,1063,1068,NA,100,1,4,2,2,16,98,1,0.45,2,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1600,22872105,Ward 112,apartment
apartment,Ward 115,652,1147,NA,NA,2,2,1,1,1,100,2,0.05,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1646,22872653,Ward 115,apartment
apartment,Ward 115,1046,2070,100,100,1,2,1,1,19,95,1,0.54,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1800,22881692,Ward 115,apartment
apartment,Ward 54,673,1333,100,61,13,4,2,2,1,40,11,0.04,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2365,22918118,Ward 54,apartment
apartment,Ward 54,NA,1333,100,61,13,2,1,1,0,NA,11,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1628,22918403,Ward 54,apartment
apartment,Ward 55,721,1074,100,75,5,5,3,3,1,60,2,0.04,1.5,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1350,22922246,Ward 55,apartment
apartment,Ward 115,1050,710,NA,NA,49,2,1,1,115,95,42,3.28,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1076,22934702,Ward 115,apartment
apartment,Ward 77,1002,2375,100,0,1,3,1,1,9,88,1,0.27,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,520,22950429,Ward 77,apartment
apartment,Ward 115,1051,1615,100,100,2,2,1,1,5,100,2,0.14,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,2417,22954644,Ward 115,apartment
apartment,Ward 84,744,1063,100,40,1,4,2,3,2,100,1,0.08,2,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1000,22964281,Ward 84,apartment
apartment,Ward 77,1008,2692,100,98,36,2,1,1,49,97,32,1.46,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1128,22977853,Ward 77,apartment
apartment,Ward 54,1001,1770,100,84,1,4,2,3,29,95,1,0.87,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2448,22991318,Ward 54,apartment
apartment,Ward 4,762,2283,100,NA,2,2,1,1,1,100,2,0.04,1.5,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1450,22998919,Ward 4,apartment
apartment,Ward 54,NA,2959,100,100,8,4,2,2,0,NA,3,NA,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1304,22999385,Ward 54,apartment
apartment,Ward 115,997,2692,100,98,36,2,1,1,29,97,32,0.87,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1322,23009471,Ward 115,apartment
apartment,Ward 59,1055,1627,100,73,1,2,1,2,57,95,1,1.62,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,480,23016155,Ward 59,apartment
apartment,Ward 115,61,2992,79,94,72,4,2,3,1,100,71,0.48,1.5,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2950,23029874,Ward 115,apartment
apartment,Ward 115,991,602,NA,NA,53,2,1,1,97,93,29,2.93,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1661,23031070,Ward 115,apartment
apartment,Ward 115,1036,1505,100,98,13,6,3,4,13,98,11,0.38,2.5,1,1,1,0,1,1,0,1,0,0,0,0,1,0,4675,23049170,Ward 115,apartment
apartment,Ward 54,NA,1976,100,96,3,5,3,1,0,NA,3,NA,1.5,0,1,1,1,1,0,0,0,0,0,0,0,1,0,900,23072034,Ward 54,apartment
apartment,Ward 57,739,1064,100,98,9,2,NA,0,40,94,9,1.62,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,700,23081576,Ward 57,apartment
apartment,Ward 115,1043,1597,100,100,11,4,2,2,69,98,10,1.98,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2380,23084003,Ward 115,apartment
apartment,Ward 77,1037,3492,100,100,2,2,1,0,57,96,1,1.65,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,391,23087702,Ward 77,apartment
apartment,Ward 83,684,1056,80,100,5,4,2,3,4,90,5,0.18,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1230,23090803,Ward 83,apartment
apartment,Ward 23,1047,2730,100,95,10,2,1,1,51,97,5,1.46,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1346,23102402,Ward 23,apartment
apartment,Ward 115,1049,1053,100,100,0,4,2,3,63,95,1,1.8,1.5,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2314,23111319,Ward 115,apartment
apartment,Ward 64,1028,1202,NA,NA,1,6,2,3,25,95,1,0.73,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,590,23111616,Ward 64,apartment
apartment,Ward 115,735,1075,NA,100,1,2,1,1,5,100,1,0.2,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,2316,23115318,Ward 115,apartment
apartment,Ward 77,996,1786,100,78,118,6,3,3,12,98,113,0.36,3,1,1,1,0,1,1,1,1,0,0,0,1,0,0,4739,23133115,Ward 77,apartment
apartment,Ward 115,819,1682,100,100,2,2,1,1,1,NA,1,0.04,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1150,23134620,Ward 115,apartment
apartment,Ward 107,665,2984,100,87,88,6,3,5,2,90,75,0.09,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,4500,23135785,Ward 107,apartment
apartment,Ward 115,1035,1053,100,100,1,2,1,1,46,99,1,1.33,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1169,23142834,Ward 115,apartment
apartment,Ward 64,NA,1745,100,100,1,4,2,2,0,NA,1,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1000,23157984,Ward 64,apartment
apartment,Ward 1,NA,1052,NA,NA,1,2,1,1,0,NA,1,NA,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1350,23160756,Ward 1,apartment
apartment,Ward 54,1020,2545,100,88,14,4,3,3,21,97,11,0.62,3,0,1,1,0,1,1,1,1,0,0,1,1,1,0,8000,23173171,Ward 54,apartment
apartment,Ward 19,NA,1050,NA,NA,1,5,2,3,0,NA,1,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,596,23173195,Ward 19,apartment
apartment,Ward 115,1037,1580,100,100,2,2,1,1,14,92,1,0.4,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,499,23199514,Ward 115,apartment
apartment,Ward 83,694,1056,80,100,5,4,2,3,9,73,5,0.39,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1260,23218116,Ward 83,apartment
apartment,Ward 15,1016,1513,100,0,4,2,1,1,1,100,4,0.03,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,620,23227813,Ward 15,apartment
apartment,Ward 115,1039,1048,100,97,1,3,1,1,121,100,1,3.49,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,495,23232730,Ward 115,apartment
apartment,Ward 115,NA,1458,NA,NA,1,2,1,1,0,NA,1,NA,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3000,23240943,Ward 115,apartment
apartment,Ward 57,1027,2312,100,95,22,4,2,2,43,95,24,1.25,2,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1183,23244413,Ward 57,apartment
apartment,Ward 100,761,1047,100,100,2,4,1,1,2,100,1,0.08,1.5,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1820,23245487,Ward 100,apartment
apartment,Ward 54,992,2074,100,93,12,4,2,2,32,98,10,0.97,2.5,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2900,23249270,Ward 54,apartment
apartment,Ward 115,1037,711,NA,NA,49,2,NA,1,98,94,42,2.83,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1091,23249836,Ward 115,apartment
apartment,Ward 115,181,2207,100,50,3,2,1,1,2,100,3,0.33,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,690,23250201,Ward 115,apartment
apartment,Ward 23,943,1051,97,100,28,4,2,2,13,95,34,0.41,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1438,23250795,Ward 23,apartment
apartment,Ward 54,668,2145,100,79,4,2,2,4,2,100,3,0.09,2.5,1,1,1,0,1,1,1,1,0,0,1,1,1,0,4150,23250911,Ward 54,apartment
apartment,Ward 2,1043,3863,100,40,9,2,1,1,10,92,7,0.29,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,217,23262643,Ward 2,apartment
apartment,Ward 115,1015,2104,100,98,3,2,1,1,37,94,2,1.09,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1101,23279104,Ward 115,apartment
apartment,Ward 55,658,1093,100,0,3,4,2,3,1,100,3,0.05,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3000,23280842,Ward 55,apartment
apartment,Ward 2,1035,1242,NA,0,2,2,2,2,2,70,2,0.06,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,610,23284200,Ward 2,apartment
apartment,Ward 54,1003,1861,100,90,1,2,1,1,137,97,1,4.09,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,900,23285933,Ward 54,apartment
apartment,Ward 115,1035,2147,100,97,4,5,2,3,83,97,2,2.4,2.5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1200,23299045,Ward 115,apartment
loft,Ward 14,1017,1042,100,100,1,3,1,1,22,96,1,0.65,2.5,1,1,0,1,0,1,1,0,0,0,0,1,1,0,590,23313646,Ward 14,loft
apartment,Ward 61,841,1110,100,38,1,4,2,3,16,90,1,0.57,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1000,23317418,Ward 61,apartment
apartment,Ward 115,1005,1255,100,100,7,2,NA,0,10,98,3,0.3,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,890,23365918,Ward 115,apartment
apartment,Ward 54,992,611,NA,NA,64,4,2,2,69,93,48,2.08,2,0,1,1,1,1,1,1,0,0,0,0,1,0,0,2042,23385402,Ward 54,apartment
apartment,Ward 115,1030,462,NA,NA,53,4,2,2,113,95,40,3.29,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2450,23386712,Ward 115,apartment
serviced_apartment,Ward 115,719,1505,100,98,13,4,2,2,5,100,11,0.21,2.5,1,1,1,0,1,1,1,1,0,0,0,1,1,0,4500,23388545,Ward 115,serviced_apartment
apartment,Ward 115,NA,1071,NA,NA,1,2,1,1,0,NA,1,NA,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,600,23388799,Ward 115,apartment
apartment,Ward 54,1000,2033,100,86,1,4,2,3,5,96,1,0.15,2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1272,23401748,Ward 54,apartment
loft,Ward 115,866,2589,100,100,4,2,1,1,6,100,2,0.21,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1357,23403970,Ward 115,loft
apartment,Ward 112,1027,1038,100,92,1,2,1,1,110,98,1,3.21,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,580,23415058,Ward 112,apartment
loft,Ward 115,851,2071,100,92,1,2,1,2,31,98,1,1.09,2,1,1,1,0,1,0,1,0,0,0,0,1,0,0,950,23431775,Ward 115,loft
apartment,Ward 15,1006,1089,100,100,4,2,1,1,25,99,4,0.74,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1425,23439774,Ward 15,apartment
apartment,Ward 15,1026,1089,100,100,4,2,1,1,19,97,4,0.56,1.5,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1692,23440119,Ward 15,apartment
apartment,Ward 23,NA,2983,100,87,88,4,2,2,0,NA,75,NA,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2900,23441826,Ward 23,apartment
apartment,Ward 54,NA,1441,100,NA,4,4,2,3,0,NA,4,NA,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,4000,23442494,Ward 54,apartment
apartment,Ward 59,997,1036,NA,33,1,2,2,2,1,100,1,0.03,2,0,1,0,0,1,1,1,0,0,0,0,1,1,0,900,23444064,Ward 59,apartment
apartment,Ward 54,1003,2958,100,100,8,2,1,1,17,99,3,0.51,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,995,23460170,Ward 54,apartment
apartment,Ward 10,849,1034,0,NA,1,6,3,4,1,NA,1,0.04,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1200,23475090,Ward 10,apartment
